issue_number,buggy_generated,fixed_generated,buggy_syntax_valid,fixed_syntax_valid,buggy_execution_status,fixed_execution_status,reconstruction_status,notes,case_dir,issue_id,platform,api_era,bug_summary,fix_summary,pair_similarity,buggy_lines,fixed_lines,provider,model,cached,repair_rounds,input_tokens,output_tokens,source_truncated_fields
336,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: The solution explanation contains no actual code, only a conceptual mathematical description, so the ""fixed"" program is a conservative illustrative reconstruction rather than a genuine bug fix from the source. | prose contamination in fixed.py (comment prose: # described in the answer: two bosons in two modes, encoded as two)",issue_336,20769,SE,legacy,"Author only had a bare reference to qiskit.chemistry's BosonicOperator with no working circuit, unaware there is no direct boson-to-qubit mapping for boson sampling.","The accepted answer gives no concrete code fix, only a conceptual qudit/qubit encoding scheme for boson sampling; no BosonicOperator usage is corrected.",0.0189,9,24,anthropic,claude-sonnet-5,False,0,4642,1812,
334,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 5 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_334,21210,SE,legacy,"Using Pauli(""iY"") inside PauliOp does not carry the imaginary phase into the addition as expected, giving [[0,1-1j],[1+1j,0]] instead of [[0,2],[0,0]]","Multiply the PauliOp for Y by 1j explicitly instead of relying on Pauli(""iY"") phase, giving the expected [[0,2],[0,0]] matrix",0.989,4,4,anthropic,claude-sonnet-5,False,0,2945,410,
341,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"FIXED CODE: 1 duplicate block(s) removed | model flagged for review: Original question/answer contained no runnable buggy code, only fragmented API references; reconstruction is inferred from the explanation text. | flagged during reconstruction: Original question/answer contained no runnable buggy code, only fragmented API references; reconstruction is inferred from the explanation text.",issue_341,29212,SE,modern,"The fake backend's noise is used as-is without increasing any error rates, so the noise level cannot be raised.","Directly modify the BackendV2 target's operation error (e.g. backend.target['measure'][(0,)].error) to increase the noise before building the simulator/noise model.",0.7244,11,13,anthropic,claude-sonnet-5,False,0,2034,1058,
342,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 4 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_342,31830,SE,legacy,"Using statevector_simulator/execute always returns the full 2^n statevector, with no way to restrict to a subset of qubits.","Use AerSimulator with save_density_matrix on the desired qubits, then convert the (pure) density matrix to a statevector via DensityMatrix.to_statevector().",0.1335,6,17,anthropic,claude-sonnet-5,False,0,2380,512,
343,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_343,10037,SE,legacy,"VQE is run without seeding qiskit.aqua's global random state, so the variational form's random initial point differs each run, giving inconsistent statevector_simulator results.",Seed qiskit.aqua's aqua_globals.random_seed (same value as the simulator/transpiler seed) before constructing/running VQE so the random initial point is reproducible.,0.9818,29,30,anthropic,claude-sonnet-5,False,0,2361,2838,
346,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 5 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: QuantumCircuit | not executed (remote access required or execution disabled); validated statically only,issue_346,21384,SE,modern,"Incorrect gate decomposition (extra ry rotations) attempting to implement Rz using only Rx and Ry rotations, giving the wrong unitary.","Use the correct decomposition Rz(theta) = Rx(pi/2) Ry(theta) Rx(-pi/2), verified against Operator(qc).data matching qc.rz(theta,0).",0.3368,10,12,anthropic,claude-sonnet-5,False,0,2681,508,
344,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_344,10109,SE,legacy,"get_statevector is called with decimals=3, truncating the statevector so it is no longer normalized, causing quantum_info.entropy to raise QiskitError('Input quantum state is not a valid').","Remove the decimals kwarg from get_statevector (and pass a proper Statevector object) so entropy receives a valid, normalized quantum state.",0.8819,17,19,anthropic,claude-sonnet-5,False,0,4749,1556,
347,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_347,28447,SE,legacy,"Each input value is submitted as a separate CircuitSampler/eval() job, causing many small jobs to queue individually on the backend.","All measurable expressions are batched into a single ListOp and evaluated with one CircuitSampler.convert()/eval() call, submitting only one job for all inputs.",0.799,27,33,anthropic,claude-sonnet-5,False,0,3035,2476,
348,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 8 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_348,32274,SE,modern,Using circuit.initialize (which inserts a reset) and running the untranspiled circuit directly on aer_simulator causes get_unitary to fail to find the saved experiment data.,"Replace initialize with prepare_state (no reset) and transpile the circuit for the backend before running, then fetch the unitary using the transpiled circuit's name.",0.5463,13,15,anthropic,claude-sonnet-5,False,0,4070,635,
349,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: The Stack Exchange answer is a validation/confirmation response (""yes this is correct"") rather than a bug fix, so no genuine buggy/fixed code pair can be derived; reconstruction is conservative and near-identical. | flagged during reconstruction: The Stack Exchange answer is a validation/confirmation response (""yes this is correct"") rather than a bug fix, so no genuine buggy/fixed code pair can be derived; reconstruction is conservative and near-identical.",issue_349,26241,SE,legacy,No concrete bug exists; the asker's code using StateFn(bitstring) to compute the mean expectation value was confirmed correct by the answer.,"No code change required; the answer merely confirms StateFn(""0101"")-style usage of measured bitstrings is valid, so fixed.py only adds a clarifying comment.",0.9244,26,28,anthropic,claude-sonnet-5,False,0,2775,3299,
354,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 6 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_354,27652,SE,legacy,"Vector meant for qc.initialize() was normalized by multiplying by 1/sqrt(2^(n-1)) instead of dividing by its actual Euclidean norm, so the amplitudes-squared did not sum to one.","Compute the vector's actual norm with np.linalg.norm() and divide the vector by that norm before initializing, ensuring amplitudes-squared sum to one.",0.9518,30,31,anthropic,claude-sonnet-5,False,0,5187,1920,
351,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_351,9195,SE,legacy,"Code calls the removed Result.get_data() method, causing an AttributeError on modern qiskit-terra Result objects.","Replace result.get_data(...) calls with result.data(...), matching the renamed API method per the accepted answer.",0.8263,62,62,anthropic,claude-sonnet-5,False,0,4497,2343,
358,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 4 duplicate block(s) removed | FIXED CODE: contains prose rather than code | not executed (remote access required or execution disabled); validated statically only,issue_358,11934,SE,legacy,"qiskit package is not installed, so qiskit.circuit.library cannot be imported (ModuleNotFoundError)",install qiskit (pip install qiskit) so the module and MCMTVChain import succeed,0.244,4,6,anthropic,claude-sonnet-5,False,0,1843,347,
359,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 7 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_359,28173,SE,legacy,"Calling qc.save_statevector() with default label then later executing via statevector_simulator causes duplicate ""statevector"" key when both instructions coexist in circuit, raising ""Duplicate key"" er","Give save_statevector() an explicit label (label='sv') and retrieve it via result().data()['sv'] instead of the default get_statevector(), avoiding the key collision.",0.9632,17,17,anthropic,claude-sonnet-5,False,0,3132,830,
365,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_365,41100,SE,modern,Calling the removed QuantumCircuit.uc() method (removed in Qiskit 1.0) raises AttributeError.,Replace qc.uc(...) with explicit construction of a UCGate from qiskit.circuit.library and append it to the circuit.,0.3767,10,12,anthropic,claude-sonnet-5,False,0,2086,700,
